year,head_no,programme_no,programme_name,actual,original,revised,estimate
2012,160,0,total,469.9,563.1,542.1,618.0
2012,162,1,Statutory Valuation and Assessments,244.1,267.2,263.9,289.4
2012,162,2,Collection and Billing of Rates and Government Rent,47.8,49.2,52.0,53.7
2012,162,3,Provision of Valuation and Property Information Services,68.1,69.7,71.8,73.1
2012,162,4,Landlord and Tenant Services,24.1,25.6,27.5,27.8
2012,162,0,total,384.1,411.7,415.2,444.0
2012,163,1,Electoral Services,197.2,411.9,397.1,605.6
2012,163,0,total,197.2,411.9,397.1,605.6
2012,166,1,Government Flying Service,248.8,558.8,538.8,686.5
2012,166,0,total,248.8,558.8,538.8,686.5
2012,168,1,Weather Services,180.0,187.3,195.2,202.3
2012,168,3,Time Standard and Geophysical Services,9.7,9.8,10.3,11.8
2012,168,0,total,213.5,220.7,230.2,238.8
2012,169,1,Compliance with Interception and Surveillance Legislation,12.9,17.1,16.8,17.0
2012,169,0,total,12.9,17.1,16.8,17.0
2012,170,1,Family and Child Welfare,1743.1,1852.6,1878.5,2121.3
2012,170,2,Social Security,28328.8,29363.5,30202.3,30238.9
2012,170,3,Services for Elders,3992.9,4331.3,4313.4,4932.4
2012,170,4,Rehabilitation and Medical Social Services,3329.0,3676.4,3765.4,3991.9
2012,170,5,Services for Offenders,292.8,304.3,309.0,317.3
2012,170,6,Community Development,150.3,150.4,159.3,160.5
2012,170,7,Young People,1531.3,1587.2,1666.8,1716.9
2012,170,0,total,39368.2,41265.7,42294.7,43479.2
2012,173,1,Student Assistance Scheme,3978.1,3955.7,4333.8,4743.0
2012,173,0,total,3978.1,3955.7,4333.8,4743.0
2012,174,1,Secretariat services for the following advisory bodies— • Standing Commission on Civil Service Salaries and Conditions of Service • Standing Committee on Disciplined Services Salaries and Conditions of Service • Standing Committee on Directorate Salaries and Conditions of Service • Standing Committee on Judicial Salaries and Conditions of Service • Advisory Committee on Post-service,19.3,19.2,20.4,30.2
2012,174,0,total,19.3,19.2,20.4,30.2
2012,180,1,"Film Classification, Control of Obscene and Indecent Articles and Newspaper Registration",35.3,35.3,36.5,41.1
2012,180,0,total,35.3,35.3,36.5,41.1
2012,181,1,Commercial Relations,89.1,98.1,97.0,101.8
2012,181,2,Trade Support and Facilitation,111.0,115.4,114.1,118.2
2012,181,3,Support for Small and Medium Enterprises and Industries,460.3,504.9,423.3,431.8
2012,181,0,total,660.4,718.4,634.4,651.8
2012,186,1,Planning and Development,226.3,274.3,266.2,299.4
2012,186,2,Licensing of Vehicles and Drivers,244.4,253.6,255.6,270.2
2012,186,3,District Traffic and Transport Services,350.5,361.8,367.3,381.8
2012,186,4,Management of Transport Services,276.0,354.7,325.2,326.4
2012,186,5,Transport Services for Persons with Disabilities,48.2,61.6,63.4,56.5
2012,186,0,total,1145.4,1306.0,1277.7,1334.3
2012,188,1,"Central Accounting, Collections and Payments",108.4,122.2,128.7,137.1
2012,188,2,"Payment of Salaries, Pensions and Benefits",103.1,105.8,103.6,105.4
2012,188,3,Accounting and Financial Information Systems,100.2,98.0,100.0,100.6
2012,188,4,Management of Funds,5.9,6.5,6.5,6.6
2012,188,0,total,317.6,332.5,338.8,349.7
2012,190,1,University Grants Committee,12083.9,11027.7,11708.1,13304.1
2012,190,0,total,12083.9,11027.7,11708.1,13304.1
2012,194,1,Water Supply: Planning and Distribution,5423.8,5583.4,5698.6,5925.6
2012,194,2,Water Quality Control,147.3,143.9,146.6,148.3
2012,194,3,Customer Services,380.6,391.5,400.0,413.1
2012,194,0,total,5951.7,6118.8,6245.2,6487.0
2013,21,1,Chief Executive’s Office,71.8,74.2,72.3,72.7
2013,21,2,Executive Council,18.4,18.9,20.1,21.8
2013,21,0,total,90.2,93.1,92.4,94.5
2013,22,1,"Agriculture, Fisheries and Fresh Food Wholesale Markets",200.0,1420.4,1209.9,753.4
2013,22,2,Nature Conservation and Country Parks,506.8,531.0,531.2,552.1
2013,22,3,"Animal, Plant and Fisheries Regulation and Technical Services",245.0,260.4,266.9,273.7
2013,22,0,total,951.8,2211.8,2008.0,1579.2
2013,23,1,Auxiliary Medical Service,66.6,72.0,72.2,75.2
2013,23,0,total,66.6,72.0,72.2,75.2
2013,24,1,Regularity Audit,40.0,41.2,42.0,43.8
2013,24,2,Value for Money Audit,84.8,88.4,92.5,93.6
2013,24,0,total,124.8,129.6,134.5,137.4
2013,25,1,Monitoring and Advisory Services,213.6,213.4,222.1,227.8
2013,25,2,Facilities Upkeep,840.4,861.5,875.2,908.2
2013,25,3,Facilities Development,562.7,569.0,586.7,598.0
2013,25,0,total,1616.7,1643.9,1684.0,1734.0
2013,26,1,Trade Statistics,142.3,157.1,147.1,165.4
2013,26,2,Social Statistics,342.7,98.7,85.6,79.2
2013,26,3,National Accounts and Balance of Payments Statistics,70.6,78.8,76.5,82.9
2013,26,4,General Statistical Services,31.4,35.9,32.2,37.3
2013,26,5,Price/Industry/Service Statistics,122.5,133.7,131.3,145.6
2013,26,6,Labour Statistics,66.8,72.2,73.7,80.3
2013,26,0,total,776.3,576.4,546.4,590.7
2013,27,1,Civil Aid Service,81.6,88.4,88.9,96.3
2013,27,0,total,81.6,88.4,88.9,96.3
2013,28,1,Flight Standards,83.4,92.6,93.0,108.7
2013,28,2,Airport Standards,34.5,36.3,35.6,36.9
2013,28,3,Air Traffic Management,345.5,368.4,376.8,368.8
2013,28,4,Air Traffic Engineering and Standards,265.7,285.2,291.5,303.1
2013,28,5,Air Services,36.5,36.2,35.3,34.0
2013,28,6,Air Passenger Departure Tax Administration,1.5,1.6,1.6,2.3
2013,28,0,total,767.1,820.3,833.8,853.8
2013,30,1,Prison Management,2119.1,2210.8,2255.9,2336.2
2013,30,2,Re-integration,864.5,848.1,868.2,899.7
2013,30,0,total,2983.6,3058.9,3124.1,3235.9
2013,31,1,Control and Enforcement,1840.7,2042.2,2010.4,2287.9
2013,31,2,Anti-narcotics Investigation,159.7,156.6,160.8,167.0
2013,31,3,Intellectual Property Rights and Consumer Protection,253.0,275.0,276.1,284.3
2013,31,4,Revenue Protection and Collection,160.2,151.8,165.7,189.8
2013,31,5,Trade Controls,136.2,153.6,175.0,178.7
2013,31,0,total,2549.8,2779.2,2788.0,3107.7
2013,33,1,Tourism and Recreational Development,38.7,41.0,40.1,43.2
2013,33,2,Port and Marine Facilities,181.6,187.7,188.1,199.9
2013,33,3,Provision of Land and Infrastructure,313.0,331.3,336.4,358.3
2013,33,4,Slope Safety and Geotechnical Standards,300.5,307.9,316.3,323.9
2013,33,5,Greening and Technical Services,110.4,113.2,115.4,119.2
2013,33,6,"Supervision of Mining, Quarrying and Explosives",58.0,61.4,66.4,71.8
2013,33,7,Management of Construction and Demolition Materials,759.8,833.4,721.9,881.2
2013,33,8,Advice on Development Proposals,30.0,30.1,31.0,31.8
2013,33,0,total,1792.0,1906.0,1815.6,2029.3
2013,37,7,Medical and Dental Treatment for Civil Servants,803.9,974.4,932.0,1047.3
2013,37,8,Personnel Management of Civil Servants Working in Hospital Authority,7.1,7.4,7.6,7.9
2013,37,0,total,4393.5,5301.2,5061.2,5580.3
2013,39,1,Stormwater Drainage,418.6,434.9,454.7,455.0
2013,39,2,Sewage Services,1461.8,1468.7,1490.5,1541.3
2013,39,0,total,1880.4,1903.6,1945.2,1996.3
2013,42,1,"Energy Supply; Electrical, Gas and Nuclear Safety",114.7,115.3,121.2,128.3
2013,42,2,Mechanical Installations Safety,54.1,60.5,69.8,161.5
2013,42,3,"Energy Efficiency and Conservation, and Alternative Energy",120.0,140.8,124.4,149.0
2013,42,4,Centralised Services and Special Support,66.9,68.3,68.4,70.2
2013,42,0,total,355.7,384.9,383.8,509.0
2013,44,1,Waste,1465.9,1695.6,1690.7,1861.7
2013,44,2,Air,566.7,626.7,553.3,801.1
2013,44,3,Noise,100.6,101.3,105.6,106.9
2013,44,4,Water,245.1,249.3,258.3,267.6
2013,44,5,Environmental Assessment and Planning,84.8,86.0,87.5,88.7
2013,44,6,Nature Conservation,6.7,6.7,6.8,6.9
2013,44,0,total,2469.8,2765.6,2702.2,3132.9
2013,45,1,Fire Service,2613.0,2772.7,2859.2,3034.2
2013,45,2,Fire Protection and Prevention,349.8,346.5,358.4,368.7
2013,45,3,Ambulance Service,1210.5,1279.7,1279.2,1288.9
2013,45,0,total,4173.3,4398.9,4496.8,4691.8
2013,46,1,General Expenses of the Civil Service,2655.9,2902.6,2781.6,3044.3
2013,46,0,total,2655.9,2902.6,2781.6,3044.3
2013,47,1,Use of IT in Government,496.5,501.2,515.9,524.5
2013,47,2,IT Infrastructure and Standards,48.1,48.5,49.8,50.6
2013,72,4,Enlisting Support,72.4,77.1,78.3,84.6
2013,47,3,IT in the Community,110.6,76.8,72.6,96.3
2013,47,0,total,655.2,626.5,638.3,671.4
2013,48,1,Statutory Testing,152.5,168.2,167.7,186.2
2013,48,2,Advisory and Investigative Services,63.9,66.6,68.8,75.2
2013,48,3,Forensic Science Services,130.9,140.4,144.6,149.8
2013,48,0,total,347.3,375.2,381.1,411.2
2013,49,1,Food Safety and Public Health,806.2,845.4,851.5,920.3
2013,49,2,Environmental Hygiene and Related Services,2455.6,2657.2,2641.0,2736.6
2013,49,3,Market Management and Hawker Control,1384.5,1410.9,1486.0,1518.8
2013,49,4,Public Education and Community Involvement,22.7,23.7,24.1,24.8
2013,49,0,total,4669.0,4937.2,5002.6,5200.5
2013,51,1,Acquisition and Allocation,697.8,704.7,703.5,766.3
2013,51,2,Property Management,918.3,1022.9,1002.8,1077.6
2013,51,3,Estate Utilisation,36.9,41.2,41.8,45.3
2013,51,0,total,1653.0,1768.8,1748.1,1889.2
2013,53,1,Director of Bureau’s Office,10.4,11.0,10.7,10.9
2013,53,2,Social Harmony and Civic Education,237.2,278.1,251.7,291.3
2013,53,3,"District, Community, and Public Relations",6534.5,44.0,39.7,44.8
2013,53,4,"Recreation, Sport and Entertainment Licensing",7066.9,99.7,93.6,98.3
2013,53,5,Culture,77.6,106.9,108.1,143.7
2013,53,6,"Subvention: HKSIL, HKAPA, HKADC and Major Performing Arts Groups",721.4,660.6,674.8,683.0
2013,53,7,Subvention: DLS and LASC,116.5,119.5,123.0,121.6
2013,53,0,total,14764.5,1319.8,1301.6,1393.6
2013,55,1,Broadcasting and Creative Industries,231.0,282.0,318.5,307.6
2013,55,2,Telecommunications,15.7,16.2,17.2,18.4
2013,55,0,total,246.7,298.2,335.7,326.0
2013,59,1,Procurement,51.7,53.0,55.3,56.5
2013,59,2,Supplies Management,65.8,72.0,73.8,76.5
2013,59,3,Land Transport,126.9,181.1,181.1,175.9
2013,59,4,Printing Services,200.8,233.4,224.3,217.3
2013,59,0,total,445.2,539.5,534.5,526.2
2013,72,0,total,821.2,875.5,875.4,927.3
2013,74,1,Public Relations Outside Hong Kong,76.2,86.5,86.4,89.6
2013,60,1,Capital Projects,305.2,333.4,330.4,351.0
2013,60,2,District and Maintenance Works,1183.7,1202.5,1205.0,1271.1
2013,60,3,Railway Development,99.3,114.7,109.7,113.6
2013,60,4,Technical Services,674.8,709.7,692.9,739.4
2013,60,0,total,2263.0,2360.3,2338.0,2475.1
2013,62,1,Building Control,81.0,98.6,96.8,102.1
2013,62,2,Private Housing,34.7,34.1,39.6,60.8
2013,62,3,Appeal Panel (Housing),8.9,9.5,9.4,9.3
2013,62,4,Rehousing of Occupants upon Clearance,17.2,18.8,18.3,18.3
2013,62,5,Support Services,11.7,12.2,13.0,19.7
2013,62,0,total,153.5,173.2,177.1,210.2
2013,63,1,District Administration,638.4,710.3,686.0,777.2
2013,63,2,Community Building,839.5,891.8,910.4,942.4
2013,63,3,Local Environmental Improvements,188.6,220.2,213.5,225.4
2013,63,4,Licensing,49.0,51.5,54.2,56.8
2013,63,5,Territory Planning and Development,18.6,19.3,20.1,20.7
2013,63,0,total,1734.1,1893.1,1884.2,2022.5
2013,70,1,Pre-entry Control,220.0,242.6,250.5,255.7
2013,70,2,Control upon Entry,1666.7,1758.8,1793.5,1905.6
2013,70,3,Control after Entry,690.5,730.1,748.4,774.6
2013,70,4,Personal Documentation,528.0,561.5,562.1,590.5
2013,70,5,Nationality and Assistance to HKSAR Residents outside Hong Kong,19.7,19.2,20.1,20.5
2013,70,0,total,3124.9,3312.2,3374.6,3546.9
2013,72,1,Corruption Prevention,57.9,63.0,58.5,61.9
2013,72,2,Operations,620.7,660.8,662.6,698.7
2013,72,3,Preventive Education,70.2,74.6,76.0,82.1
2013,74,2,Local Public Relations and Public Information,167.1,176.8,185.7,182.0
2013,74,3,Public Opinion,19.8,20.7,21.6,21.4
2013,74,4,Civic Responsibility,38.9,45.2,43.6,46.4
2013,74,5,Publishing,60.1,66.5,66.4,66.6
2013,74,0,total,362.1,395.7,403.7,406.0
2013,76,1,Assessing Functions,848.1,1010.5,962.3,1045.4
2013,76,2,Collection,135.8,147.6,144.1,154.1
2013,76,3,Investigation and Field Audit,182.2,194.0,194.6,207.1
2013,76,4,Taxpayer Services,22.4,23.8,23.7,25.4
2013,76,0,total,1188.5,1375.9,1324.7,1432.0
2013,78,1,Statutory Functions,76.6,90.6,88.4,93.6
2013,78,2,Protection of Intellectual Property,24.0,24.6,25.6,27.9
2013,78,0,total,100.6,115.2,114.0,121.5
2013,79,1,Investment Promotion,112.1,113.7,113.7,116.9
2013,79,0,total,112.1,113.7,113.7,116.9
2013,80,1,"Courts, Tribunals and Various Statutory Functions",797.0,914.9,854.6,962.0
2013,80,2,Support Services for Courts’ Operation,260.7,294.7,282.0,310.1
2013,80,0,total,1057.7,1209.6,1136.6,1272.1
2013,82,1,Buildings and Building Works,872.1,1085.7,1030.4,1124.9
2013,82,0,total,872.1,1085.7,1030.4,1124.9
2013,90,1,Labour Relations,120.0,130.6,129.2,135.7
2013,90,2,Employment Services,507.9,2123.2,651.8,1166.9
2013,90,3,Safety and Health at Work,376.1,370.2,382.1,409.8
2013,90,4,Employees’ Rights and Benefits,266.3,306.3,283.9,328.0
2013,90,0,total,1270.3,2930.3,1447.0,2040.4
2013,91,1,Land Administration,1350.1,1426.2,1471.7,1525.2
2013,91,2,Survey and Mapping,444.3,456.2,476.8,482.2
2013,91,3,Legal Advice,55.3,61.5,61.1,64.2
2013,91,0,total,1849.7,1943.9,2009.6,2071.6
2013,92,1,Prosecutions,483.3,491.5,544.6,555.5
2013,92,2,Civil,441.5,551.4,521.7,610.2
2013,92,3,Legal Policy,70.8,81.1,80.5,89.3
2013,92,4,Law Drafting,84.6,88.1,87.9,101.1
2013,92,5,International Law,39.7,38.4,42.6,45.6
2013,94,1,Processing of Legal Aid Applications,87.4,92.5,93.1,97.2
2013,94,2,Litigation Services,573.7,655.2,629.1,695.4
2013,94,3,Support Services,31.9,34.9,35.7,36.8
2013,94,4,Official Solicitor’s Office,11.7,11.9,12.3,12.8
2013,94,0,total,704.7,794.5,770.2,842.2
2013,95,1,Recreation and Sports,2791.1,2978.3,2959.2,3081.1
2013,95,2,Horticulture and Amenities,707.5,739.9,793.7,843.6
2013,95,3,Heritage and Museums,636.3,657.1,689.1,730.0
2013,95,4,Performing Arts,907.1,936.0,968.5,947.4
2013,95,5,Public Libraries,783.4,835.5,827.7,935.9
2013,95,0,total,5825.4,6146.8,6238.2,6538.0
2013,96,1,Commercial Relations,146.5,147.3,148.8,157.7
2013,96,2,Public Relations,107.1,107.4,108.4,115.0
2013,96,3,Investment Promotion,48.5,48.8,49.2,52.0
2013,96,0,total,302.1,303.5,306.4,324.7
2013,100,1,Infrastructure,43.3,44.4,47.2,47.5
2013,100,2,Port Services,360.9,390.4,381.5,387.6
2013,100,3,Local Services,95.5,99.4,99.9,106.0
2013,100,4,Services to Ships,75.6,77.9,80.3,80.3
2013,100,5,Government Fleet,399.2,401.9,410.0,423.7
2013,100,0,total,974.5,1014.0,1018.9,1045.1
2013,112,1,Members’ Offices and Remuneration,161.4,181.4,220.2,212.4
2013,112,2,Council Business Services,295.5,287.0,309.4,329.3
2013,112,3,Legal Service,38.9,39.0,40.9,40.4
2013,112,4,Redress System,19.1,18.2,18.0,20.8
2013,144,4,Rights of the Individual,14.7,16.0,18.8,20.0
2013,112,5,Library and Archives Services,26.5,25.1,29.0,29.2
2013,112,6,Corporate Liaison and Education and Visitor Services,27.5,35.1,32.9,32.3
2013,112,0,total,568.9,585.8,650.4,664.4
2013,114,1,Complaints Administration,94.2,94.7,99.1,99.5
2013,114,0,total,94.2,94.7,99.1,99.5
2013,116,1,Official Receiver’s Office,126.1,148.2,141.1,155.2
2013,116,0,total,126.1,148.2,141.1,155.2
2013,118,1,Territorial Planning,85.8,89.2,89.4,95.0
2013,118,2,District Planning,304.9,326.1,335.1,357.9
2013,118,3,Town Planning Information Services,17.5,24.6,24.3,27.4
2013,118,4,Technical Services,82.6,88.6,91.6,94.1
2013,118,0,total,490.8,528.5,540.4,574.4
2013,120,1,Public and Judicial Service Pension Benefits,19709.9,23064.3,22025.7,25482.5
2013,120,2,War Memorial Pensions/Volunteer Pensions,27.4,29.0,27.0,27.0
2013,120,0,total,19737.3,23093.3,22052.7,25509.5
2013,121,1,Police Complaints Administration,36.1,37.9,46.7,49.8
2013,121,0,total,36.1,37.9,46.7,49.8
2013,122,1,Maintenance of Law and Order in the Community,6661.9,6854.7,7062.8,7232.3
2013,122,2,Prevention and Detection of Crime,3026.2,2866.9,2969.2,3029.2
2013,122,3,Road Safety,1138.3,1405.1,1455.8,1504.6
2013,122,4,Operations,2924.5,2932.5,2926.0,3010.4
2013,122,0,total,13750.9,14059.2,14413.8,14776.5
2013,136,1,Secretariat services for the Public Service Commission,18.9,18.1,18.3,20.1
2013,136,0,total,18.9,18.1,18.3,20.1
2013,137,1,Director of Bureau’s Office,12.7,14.7,13.8,15.3
2013,137,2,Power,23.3,19.2,18.1,22.6
2013,137,3,Sustainable Development,29.3,33.3,31.1,34.9
2013,137,0,total,65.3,67.2,63.0,72.8
2013,138,1,Director of Bureau’s Office,8.3,11.5,8.0,12.3
2013,138,2,"Buildings, Lands and Planning§",681.3,789.2,622.5,751.3
2013,138,0,total,689.6,800.7,630.5,763.6
2013,139,1,Director of Bureau’s Office,9.5,10.7,8.9,10.6
2013,139,2,"Agriculture, Fisheries and Food Safety",28.8,40.9,30.2,47.9
2013,139,3,Environmental Hygiene,20.6,26.9,20.7,22.0
2013,139,0,total,58.9,78.5,59.8,80.5
2013,140,1,Health,178.3,427.2,383.0,367.8
2013,140,2,Subvention: Hospital Authority,38629.4,41139.6,52690.8,45053.6
2013,140,3,Subvention: Prince Philip Dental Hospital,161.4,139.1,144.2,147.5
2013,140,0,total,38969.1,41705.9,53218.0,45568.9
2013,141,1,Director of Bureau’s Office,9.3,11.9,9.1,11.8
2013,141,2,Social Welfare,216.8,325.7,280.8,344.1
2013,141,3,Women’s Interests,24.8,28.5,25.3,29.6
2013,141,4,Manpower Development,31.0,34.3,29.3,34.8
2013,141,5,Subvention: Skills Centres,96.1,93.7,95.5,95.4
2013,141,6,Subvention: Guardianship Board and Environmental Advisory Service,6.4,5.9,6.1,6.3
2013,141,7,Subvention: Vocational Training Council (Vocational Training),170.6,179.9,186.4,195.8
2013,141,0,total,555.0,679.9,632.5,717.8
2013,142,1,Efficiency Unit,148.6,154.6,157.7,171.1
2013,142,2,Government Records Service,31.9,44.5,41.6,47.6
2013,142,3,CSO-Administration Wing,372.1,452.3,449.3,476.4
2013,142,4,Protocol Division,41.8,43.4,50.1,44.7
2013,142,0,total,594.4,694.8,698.7,739.8
2013,143,1,Director of Bureau’s Office,6.0,6.6,6.7,6.4
2013,143,2,Human Resource Management,213.8,217.1,226.0,240.5
2013,143,3,Translation and Interpretation Services and Use of Official Languages,112.3,117.4,117.8,125.5
2013,143,4,Civil Service Training and Development,108.2,118.5,116.5,126.8
2013,143,0,total,440.3,459.6,467.0,499.2
2013,144,1,Director of Bureau’s Office,8.2,10.3,8.1,10.1
2013,144,2,Constitutional and Mainland Affairs,96.4,100.8,95.0,109.1
2013,144,3,Mainland and Taiwan Offices,125.0,181.4,176.5,203.3
2013,144,5,Subvention: Equal Opportunities Commission and Office of the Privacy Commissioner for Personal Data,143.1,151.1,155.9,157.6
2013,144,0,total,387.4,459.6,454.3,500.1
2013,147,1,Director of Bureau’s Office,12.3,12.4,11.6,12.3
2013,147,2,Revenue and Financial Control,130.3,136.0,134.6,134.2
2013,147,3,Service Departments,51.2,54.1,53.1,58.2
2013,147,0,total,193.8,202.5,199.3,204.7
2013,148,1,Financial Services,190.3,218.1,217.9,239.2
2013,148,0,total,190.3,218.1,217.9,239.2
2013,151,1,Director of Bureau’s Office,12.1,12.0,10.6,11.7
2013,151,2,Internal Security,131.9,133.5,131.2,136.2
2013,151,3,Immigration Control,89.5,165.0,119.5,165.7
2013,151,0,total,233.5,310.5,261.3,313.6
2013,152,1,Director of Bureau’s Office,7.2,12.0,7.3,11.6
2013,152,2,Commerce and Industry,148.5,151.2,145.8,167.7
2013,152,3,Subvention: Hong Kong Trade Development Council,378.3,383.9,383.9,389.5
2013,152,4,"Posts, Competition Policy and Consumer Protection",7.6,90.6,15.5,93.3
2013,152,5,Subvention: Consumer Council,80.1,80.1,83.8,89.3
2013,152,6,Travel and Tourism,125.7,118.1,146.6,224.4
2013,152,7,Subvention: Hong Kong Tourism Board,521.5,544.1,555.2,563.2
2013,152,8,Public Safety,0.5,0.5,0.5,0.5
2013,152,0,total,1269.4,1380.5,1338.6,1539.5
2013,155,1,Support for Research and Development,43.8,41.2,61.3,69.7
2013,155,2,Fostering University-Industry Collaboration,6.7,7.0,7.0,7.8
2013,155,3,Promotion of Technological Entrepreneurship,6.0,7.6,7.9,7.5
2013,155,4,Planning for Innovation and Technology Development,33.7,35.9,35.3,37.0
2013,155,5,Infrastructural Support,11.0,12.0,12.1,12.5
2013,155,6,Quality Support,85.2,99.3,96.2,106.5
2013,155,7,"Subvention: Hong Kong Productivity Council, Hong Kong Applied Science and Technology Research Institute Company Limited",316.3,312.5,318.2,318.2
2013,155,0,total,502.7,515.5,538.0,559.2
2013,156,1,Director of Bureau’s Office,11.9,12.0,10.4,11.4
2013,156,2,Primary Education,11549.7,12408.3,12672.6,12893.7
2013,156,3,Secondary Education,21279.8,21927.3,22306.2,22264.3
2013,156,4,Special Education,1606.2,1780.5,1797.3,1870.4
2013,156,5,Other Educational Services and Subsidies,3199.6,3328.1,3203.0,3484.4
2013,156,6,Vocational Education,1854.5,1901.2,2012.9,1983.8
2013,156,7,Policy and Support,5160.5,1836.1,8744.3,1970.4
2013,156,0,total,44662.2,43193.5,50746.7,44478.4
2013,158,1,Director of Bureau’s Office,10.7,13.0,10.0,11.5
2013,158,2,Land and Waterborne Transport,76.6,80.4,81.5,82.6
2013,158,3,Air and Sea Communications and Logistics Development,47.1,52.4,57.3,75.1
2013,158,0,total,134.4,145.8,148.8,169.2
2013,159,1,Water Supply,10.1,10.4,10.0,11.0
2013,159,2,Heritage Conservation,43.1,52.0,45.3,54.5
2013,159,3,"Greening, Landscape and Tree Management",39.4,52.5,42.3,51.2
2013,159,4,Energizing Kowloon East,0.7,16.4,21.6,36.2
2013,159,5,Intra-Governmental Services,208.3,219.2,239.5,319.8
2013,159,0,total,301.6,350.5,358.7,472.7
2013,160,1,Radio,232.8,233.7,274.6,311.3
2013,160,2,Public Affairs and General Television Programme,255.1,332.3,292.6,386.8
2013,160,3,School Education Television Programme,27.3,28.2,29.2,30.1
2013,160,4,New Media,24.7,23.8,24.0,26.1
2013,160,0,total,539.9,618.0,620.4,754.3
2013,162,1,Statutory Valuation and Assessments,258.3,289.4,287.4,321.0
2013,162,2,Collection and Billing of Rates and Government Rent,50.2,53.7,52.9,55.5
2013,162,3,Provision of Valuation and Property Information Services,70.4,73.1,73.9,79.8
2013,162,4,Landlord and Tenant Services,26.1,27.8,28.3,28.0
2013,163,1,Electoral Services,352.8,605.6,546.8,94.3
2013,163,0,total,352.8,605.6,546.8,94.3
2013,166,1,Government Flying Service,530.2,686.5,634.4,515.8
2013,166,0,total,530.2,686.5,634.4,515.8
2013,168,1,Weather Services,191.2,202.3,207.2,210.9
2013,168,2,Radiation Monitoring and Assessment,24.2,24.7,25.8,25.8
2013,168,3,Time Standard and Geophysical Services,10.2,11.8,12.2,10.7
2013,168,0,total,225.6,238.8,245.2,247.4
2013,169,1,Compliance with Interception and Surveillance Legislation,16.1,17.0,16.8,18.0
2013,169,0,total,16.1,17.0,16.8,18.0
2013,170,1,Family and Child Welfare,1864.0,2121.3,2060.0,2218.7
2013,170,2,Social Security,30103.0,30238.9,31182.8,40334.0
2013,170,3,Services for Elders,4319.7,4932.4,4875.3,5438.1
2013,170,4,Rehabilitation and Medical Social Services,3772.2,3991.9,4002.3,4378.6
2013,170,5,Services for Offenders,303.6,317.3,332.2,344.4
2013,170,6,Community Development,159.3,160.5,168.9,170.1
2013,170,7,Young People,1667.3,1716.9,1779.8,1838.9
2013,170,0,total,42189.1,43479.2,44401.3,54722.8
2013,173,1,Student Assistance Scheme,4085.4,4743.0,4598.2,5016.3
2013,173,0,total,4085.4,4743.0,4598.2,5016.3
2013,174,1,Secretariat services for the following advisory bodies— • Standing Commission on Civil Service Salaries and Conditions of Service • Standing Committee on Disciplined Services Salaries and Conditions of Service • Standing Committee on Directorate Salaries and Conditions of Service • Standing Committee on Judicial Salaries and Conditions of Service • Advisory Committee on Post-service,20.4,30.2,27.5,30.1
2013,174,0,total,20.4,30.2,27.5,30.1
2013,180,1,"Film Classification, Control of Obscene and Indecent Articles and Newspaper Registration",35.3,41.1,42.0,43.6
2013,180,0,total,35.3,41.1,42.0,43.6
2013,181,1,Commercial Relations,97.2,101.8,101.9,106.6
2013,181,2,Trade Support and Facilitation,114.9,118.2,120.5,124.5
2013,181,3,Support for Small and Medium Enterprises and Industries,435.7,431.8,506.7,539.0
2013,181,0,total,647.8,651.8,729.1,770.1
2013,186,1,Planning and Development,260.3,299.4,297.9,304.1
2013,186,2,Licensing of Vehicles and Drivers,255.4,270.2,276.3,292.6
2013,186,3,District Traffic and Transport Services,369.2,381.8,394.8,413.3
2013,186,4,Management of Transport Services,322.6,326.4,289.3,343.1
2013,186,5,Transport Services for Persons with Disabilities and Public Transport Fare Concession Scheme for the Elderly and Eligible Persons with Disabilities,63.0,56.5,302.6,682.8
2013,186,0,total,1270.5,1334.3,1560.9,2035.9
2013,188,1,"Central Accounting, Collections and Payments",126.7,137.1,127.7,132.9
2013,188,2,"Payment of Salaries, Pensions and Benefits",99.0,105.4,108.8,115.3
2013,188,3,Accounting and Financial Information Systems,95.7,100.6,100.5,108.6
2013,188,4,Management of Funds,6.0,6.6,6.3,6.7
2013,188,0,total,327.4,349.7,343.3,363.5
2013,190,1,University Grants Committee,11707.5,13304.1,15851.6,15015.6
2013,190,0,total,11707.5,13304.1,15851.6,15015.6
2013,194,1,Water Supply: Planning and Distribution,5698.8,5925.6,5984.8,6221.4
2013,194,2,Water Quality Control,150.9,148.3,155.2,162.7
2013,194,3,Customer Services,399.2,413.1,426.5,426.1
2013,194,0,total,6248.9,6487.0,6566.5,6810.2
2014,21,1,Chief Executive’s Office,72.7,72.7,74.4,78.3
2014,21,2,Executive Council,19.7,21.8,20.9,20.8
2014,21,0,total,92.4,94.5,95.3,99.1
2014,22,1,"Agriculture, Fisheries and Fresh Food Wholesale Markets",1170.7,753.4,326.4,519.0
2014,22,2,Nature Conservation and Country Parks,525.0,552.1,547.6,583.0
2014,22,3,"Animal, Plant and Fisheries Regulation and Technical Services",268.8,273.7,277.6,293.8
2014,22,0,total,1964.5,1579.2,1151.6,1395.8
2014,23,1,Auxiliary Medical Service,72.0,75.2,74.6,80.6
2014,23,0,total,72.0,75.2,74.6,80.6
2014,24,1,Regularity Audit,42.4,43.8,45.3,46.9
2014,24,2,Value for Money Audit,90.6,93.6,95.3,97.5
